x_data,t_data,u_data,beta,nu,rho
0.0,0.0,0.9999999999999999,38.0,0.0,0.0
0.02454369260617026,0.0,1.0245412285229123,38.0,0.0,0.0
0.04908738521234052,0.0,1.0490676743274179,38.0,0.0,0.0
0.07363107781851078,0.0,1.0735645635996673,38.0,0.0,0.0
0.09817477042468103,0.0,1.0980171403295607,38.0,0.0,0.0
0.1227184630308513,0.0,1.1224106751992162,38.0,0.0,0.0
0.14726215563702155,0.0,1.1467304744553615,38.0,0.0,0.0
0.1718058482431918,0.0,1.170961888760301,38.0,0.0,0.0
0.19634954084936207,0.0,1.1950903220161282,38.0,0.0,0.0
0.22089323345553233,0.0,1.2191012401568697,38.0,0.0,0.0
0.2454369260617026,0.0,1.2429801799032638,38.0,0.0,0.0
0.2699806186678728,0.0,1.2667127574748984,38.0,0.0,0.0
0.2945243112740431,0.0,1.290284677254462,38.0,0.0,0.0
0.3190680038802134,0.0,1.3136817403988914,38.0,0.0,0.0
0.3436116964863836,0.0,1.3368898533922202,38.0,0.0,0.0
0.36815538909255385,0.0,1.3598950365349882,38.0,0.0,0.0
0.39269908169872414,0.0,1.3826834323650896,38.0,0.0,0.0
0.4172427743048944,0.0,1.4052413140049897,38.0,0.0,0.0
0.44178646691106466,0.0,1.427555093430282,38.0,0.0,0.0
0.4663301595172349,0.0,1.4496113296546067,38.0,0.0,0.0
0.4908738521234052,0.0,1.4713967368259977,38.0,0.0,0.0
0.5154175447295755,0.0,1.492898192229784,38.0,0.0,0.0
0.5399612373357456,0.0,1.5141027441932216,38.0,0.0,0.0
0.5645049299419159,0.0,1.534997619887097,38.0,0.0,0.0
0.5890486225480862,0.0,1.555570233019602,38.0,0.0,0.0
0.6135923151542565,0.0,1.5758081914178454,38.0,0.0,0.0
0.6381360077604268,0.0,1.5956993044924332,38.0,0.0,0.0
0.662679700366597,0.0,1.6152315905806267,38.0,0.0,0.0
0.6872233929727672,0.0,1.6343932841636453,38.0,0.0,0.0
0.7117670855789375,0.0,1.6531728429537766,38.0,0.0,0.0
0.7363107781851077,0.0,1.6715589548470184,38.0,0.0,0.0
0.760854470791278,0.0,1.6895405447370668,38.0,0.0,0.0
0.7853981633974483,0.0,1.7071067811865475,38.0,0.0,0.0
0.8099418560036186,0.0,1.724247082951467,38.0,0.0,0.0
0.8344855486097889,0.0,1.7409511253549592,38.0,0.0,0.0
0.859029241215959,0.0,1.7572088465064843,38.0,0.0,0.0
0.8835729338221293,0.0,1.7730104533627369,38.0,0.0,0.0
0.9081166264282996,0.0,1.7883464276266066,38.0,0.0,0.0
0.9326603190344698,0.0,1.803207531480645,38.0,0.0,0.0
0.9572040116406401,0.0,1.8175848131515837,38.0,0.0,0.0
0.9817477042468103,0.0,1.8314696123025453,38.0,0.0,0.0
1.0062913968529805,0.0,1.8448535652497071,38.0,0.0,0.0
1.030835089459151,0.0,1.8577286100002723,38.0,0.0,0.0
1.055378782065321,0.0,1.8700869911087112,38.0,0.0,0.0
1.0799224746714913,0.0,1.881921264348355,38.0,0.0,0.0
1.1044661672776617,0.0,1.8932243011955152,38.0,0.0,0.0
1.1290098598838318,0.0,1.9039892931234434,38.0,0.0,0.0
1.1535535524900022,0.0,1.9142097557035307,38.0,0.0,0.0
1.1780972450961724,0.0,1.9238795325112865,38.0,0.0,0.0
1.2026409377023426,0.0,1.9329927988347388,38.0,0.0,0.0
1.227184630308513,0.0,1.9415440651830207,38.0,0.0,0.0
1.2517283229146832,0.0,1.9495281805930367,38.0,0.0,0.0
1.2762720155208536,0.0,1.9569403357322088,38.0,0.0,0.0
1.3008157081270237,0.0,1.96377606579544,38.0,0.0,0.0
1.325359400733194,0.0,1.970031253194544,38.0,0.0,0.0
1.3499030933393643,0.0,1.9757021300385285,38.0,0.0,0.0
1.3744467859455345,0.0,1.9807852804032302,38.0,0.0,0.0
1.3989904785517047,0.0,1.985277642388941,38.0,0.0,0.0
1.423534171157875,0.0,1.989176509964781,38.0,0.0,0.0
1.4480778637640452,0.0,1.9924795345987099,38.0,0.0,0.0
1.4726215563702154,0.0,1.9951847266721967,38.0,0.0,0.0
1.4971652489763858,0.0,1.99729045667869,38.0,0.0,0.0
1.521708941582556,0.0,1.9987954562051724,38.0,0.0,0.0
1.5462526341887264,0.0,1.9996988186962041,38.0,0.0,0.0
1.5707963267948966,0.0,2.0,38.0,0.0,0.0
1.5953400194010667,0.0,1.9996988186962041,38.0,0.0,0.0
1.6198837120072371,0.0,1.9987954562051722,38.0,0.0,0.0
1.6444274046134073,0.0,1.9972904566786902,38.0,0.0,0.0
1.6689710972195777,0.0,1.9951847266721967,38.0,0.0,0.0
1.6935147898257479,0.0,1.99247953459871,38.0,0.0,0.0
